StationValue,AttackStrategy,ActualAttack,PerceivedAttack,DefenseStrategy
0.115442454576466,0.199999768060143,0.0149504950495049,2.21813575529666e-15,0.0400000000000009
0.324184460914855,0.199999898538629,0.48049504950495,0.639968595414808,0.514980493101603
0.112642878430048,0.199999713389888,0.012970297029703,2.19679648728332e-18,0.04
0.271086031801349,0.200000391583425,0.469405940594059,0.360031404585189,0.365019506898395
0.176644174277283,0.200000228427915,0.0221782178217822,7.26838724295608e-16,0.0400000000000004
