Iteration,Agent_1,Agent_2,Agent_3
1,1.57334361530057,1.52441901871154,1.43105976217955
2,1.64757218991478,1.43578251525123,1.36816928821668
3,1.5048092709953,1.43527621115444,1.45282904913398
4,1.53337682461609,1.51122262807069,1.40407758682672
5,1.53811621299857,1.49869529361389,1.36919190586196
6,1.55909668538376,1.39747709565498,1.35199251937693
7,1.51174923540419,1.49651583959427,1.38481906867551
8,1.63741992006284,1.46174817067172,1.3989322080063
9,1.59436671903424,1.4490315437826,1.45993322081851
10,1.51646258051312,1.40916336400075,1.46085368868655
11,1.57462955900558,1.42034911859825,1.4672345566074
12,1.51749652287675,1.41431662511192,1.50516207444378
13,1.4829218705671,1.4155829822771,1.54021609313279
14,1.60587917076302,1.43522161668855,1.44164202081394
15,1.68720450954315,1.40882440137128,1.44148442829444
16,1.53836517268814,1.54082000968068,1.45331578029263
17,1.53308791678347,1.4165732501756,1.55737930081469
18,1.56777550180331,1.58981858182303,1.38531788957757
19,1.46553258468581,1.48056533944979,1.39816807889474
20,1.54650805358834,1.41536158731863,1.46593012464547
21,1.59333544337318,1.42640251722555,1.48221733265897
22,1.61645695399285,1.43431435698417,1.41645633604062
23,1.57434060546364,1.38194867177426,1.47489354424872
24,1.60549077245553,1.5385691553577,1.42366904092356
25,1.57414604269929,1.36859489241083,1.45877073821104
26,1.55741656343046,1.45077901154291,1.45691074168051
27,1.55887816020148,1.51316055328231,1.4837559468267
28,1.66666711114594,1.40921493930041,1.45325288803532
29,1.5297084594588,1.43732796865794,1.45428577829852
30,1.57606914201679,1.45015207737219,1.38608213638611
31,1.5057778508218,1.45082982944312,1.41147241976498
32,1.52928132920889,1.4074842132914,1.33896585034439
33,1.63328188132347,1.5116186101241,1.55954549536128
34,1.56071039091634,1.35048747346629,1.52430640878555
35,1.55597832000577,1.46910109938147,1.46316490460534
36,1.48553262435443,1.46693541397486,1.4245134410235
37,1.59455784815977,1.44115762320748,1.40253677612565
38,1.54115546702322,1.41851015482296,1.4690915488686
39,1.48543222641422,1.50355062897022,1.53109708406127
40,1.55811192457741,1.45472082279627,1.37794429438407
41,1.6246587776604,1.41593554967374,1.49831839583997
42,1.52587424658546,1.46734202185097,1.39241752109725
43,1.55433108442217,1.4788889245713,1.48897455944678
44,1.60509817177361,1.41425945854234,1.42462668377808
45,1.56221263302869,1.60502088633314,1.47454774619773
46,1.53735758701138,1.40105719858273,1.49041440026194
47,1.48235372044394,1.38206861788642,1.36152756899876
48,1.60311222891486,1.44996225121683,1.34788528326312
49,1.54314778073015,1.44899222371836,1.49526664691419
50,1.48318772604931,1.43597451004745,1.49021572166964
51,1.57363528077547,1.45345119373294,1.42141433559358
52,1.65002479806632,1.52340706457315,1.52663270174226
53,1.61892262119541,1.45350103284106,1.42107832728665
54,1.52380469962901,1.51204404896383,1.47455213582657
55,1.56073264912425,1.56036626032623,1.53499638135694
56,1.618185301302,1.45489298085562,1.37384935488576
57,1.63251733748433,1.40355179611249,1.4988828816676
58,1.59599880494232,1.50019380405761,1.4073004609193
59,1.56875634114047,1.40893921498726,1.43002243566724
60,1.60730565589577,1.47439294683537,1.45543908143347
61,1.52260707160679,1.46853825454769,1.5620550483818
62,1.60968963593477,1.53951020265016,1.39570432841857
63,1.62528042345249,1.50741630042116,1.45578354929646
64,1.59428598405932,1.5123046234868,1.39564025639768
65,1.53236521071254,1.47713161191341,1.48905658396535
66,1.63182931013004,1.49848526774722,1.49485184865089
67,1.61720264689929,1.39753976459924,1.37634880313753
68,1.58631819320059,1.45348463756569,1.46903043047123
69,1.62234790019837,1.54553477968992,1.41729662529398
70,1.54081293313444,1.4805069449412,1.43918756431135
71,1.53006670822821,1.48933534984565,1.41359877749778
72,1.63680766745452,1.39216145195213,1.42765065017496
73,1.59792435548491,1.36803417137669,1.4977263311553
74,1.60500463554382,1.46452434368459,1.45448015391253
75,1.6041692873635,1.48618563579712,1.47282008844013
76,1.59442688813075,1.57435927050481,1.39173223576483
77,1.63165277945692,1.59032559047429,1.46472212513966
78,1.56143706757034,1.58287492279036,1.53876450588361
79,1.45333826462091,1.34667779015474,1.44008782143137
80,1.54762178663458,1.50959577599872,1.31169914392343
81,1.51869165668886,1.39247787829914,1.42989348705333
82,1.51721846989754,1.42214211682359,1.53676870567835
83,1.65857859346863,1.5155901802707,1.60423586375643
84,1.61713584092405,1.52316282743285,1.48202090962336
85,1.63420023953173,1.57903385423944,1.48880496867293
86,1.61068706937549,1.37615870478823,1.45069758012704
87,1.66156925264859,1.49192657960415,1.40033313236525
88,1.57471678829536,1.51747098878133,1.42824281163899
89,1.55908289083622,1.43746304519818,1.46812292308426
90,1.53166226436542,1.46760223411898,1.57211698265961
91,1.55058263710783,1.39596188313394,1.37479035822888
92,1.50123363806304,1.46696668613871,1.45417750635895
93,1.58704156394734,1.43692928471448,1.50304156858298
94,1.54550483754729,1.47549950388927,1.49966351590092
95,1.55760842737476,1.34564506286175,1.41247971545531
96,1.53132947269899,1.45311390886697,1.45425227790008
97,1.5334913403424,1.41426477705411,1.49943544619323
98,1.60342323215229,1.36770361505583,1.47538167423487
99,1.54776322521985,1.50806730307183,1.46567048574921
100,1.6644018079566,1.48420927545115,1.50677011873413
