Iteration,Agent_1,Agent_2,Agent_3
1,0.0147058823529412,0.0294117647058824,0.0147058823529412
2,0.0140845070422535,0.028169014084507,0.028169014084507
3,0.0166666666666667,0.0333333333333333,0.0333333333333333
4,0.0405405405405405,0.0135135135135135,0.0135135135135135
5,0.0144927536231884,0,0.0144927536231884
6,0.0273972602739726,0.0136986301369863,0.0136986301369863
7,0,0.0151515151515152,0.0606060606060606
8,0.028169014084507,0.028169014084507,0.0140845070422535
9,0.028169014084507,0.028169014084507,0.028169014084507
10,0.0153846153846154,0.0153846153846154,0.0615384615384615
