Algorithm,最终RADI,平均RADI,RADI标准差,最终成功率(%),平均成功率(%),最终检测率(%),平均检测率(%),平均损害,累积防御奖励,收敛速度(Episodes)
QLearning,0.0911043847485257,0.126115193585975,0.0353714670990394,90.14,88.8149999999999,NaN,NaN,0.059437577331668,90874.1623432363,6
SARSA,0.123530007857641,0.138648546666442,0.036360082432714,91.68,90.592,NaN,NaN,0.0847728705816329,88770.9438906804,36
DoubleQLearning,0.103244491244951,0.114354473191497,0.0307244384846601,96.5,93.5099999999999,NaN,NaN,0.0673728717748686,90240.3957781945,5
